date,competitor,metric,size,rack_rate,offer_rate,per,promo,source
"2026-08-15","Shurgard Basildon","unit","20","","8.076923076923086","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.307692307692315","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","25","","8.538461538461547","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","30","","11.076923076923087","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","55","","17.769230769230788","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","100","","27.92307692307695","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","130","","32.07692307692311","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","150","","36.92307692307696","week","50% off first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","180","","39.23076923076927","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","220","","41.30769230769235","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","260","","48.230769230769276","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","75","","45.23","week","75 sq ft £1 FIRST MONTH'S RENT £45","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","75","","22.62","week","75 sq ft £1 FIRST MONTH'S RENT £45","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","50","","33.23","week","50 sq ft £1 FIRST MONTH'S RENT £33","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","50","","16.62","week","50 sq ft £1 FIRST MONTH'S RENT £33","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","35","","24","week","35 sq ft £1 FIRST MONTH'S RENT £24","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","35","","12.23","week","35 sq ft £1 FIRST MONTH'S RENT £24","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","15.69","week","Locker 20 sq ft £1 FIRST MONTH'S RENT £15","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","8.08","week","Locker 20 sq ft £1 FIRST MONTH'S RENT £15","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","16.62","week","20 sq ft £1 FIRST MONTH'S RENT £16","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","8.31","week","20 sq ft £1 FIRST MONTH'S RENT £16","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","","","11.77","week","","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","","","7.15","week","","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","25","35.98","28.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","50","49.98","34.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","75","67.98","64.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","100","88.98","75.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Big Top (own)","unit","25","","117","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 25sq ft 24/7 CCTV Monitoring Smart Entry £117/mo £27/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","25","","27","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 25sq ft 24/7 CCTV Monitoring Smart Entry £117/mo £27/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","35","","143","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 35sq ft 24/7 CCTV Monitoring Smart Entry £143/mo £33/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","35","","33","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 35sq ft 24/7 CCTV Monitoring Smart Entry £143/mo £33/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","50","","178","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 50sq ft 24/7 CCTV Monitoring Smart Entry £178/mo £41","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","50","","41.08","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 50sq ft 24/7 CCTV Monitoring Smart Entry £178/mo £41","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","75","","234","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 75sq ft 24/7 CCTV Monitoring Smart Entry £234/mo £54/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","75","","54","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 75sq ft 24/7 CCTV Monitoring Smart Entry £234/mo £54/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","85","","260","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 85sq ft 24/7 CCTV Monitoring Smart Entry £260/mo £60/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","85","","60","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 85sq ft 24/7 CCTV Monitoring Smart Entry £260/mo £60/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","100","","286","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 100sq ft 24/7 CCTV Monitoring Smart Entry £286/mo £66","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","100","","66.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 100sq ft 24/7 CCTV Monitoring Smart Entry £286/mo £66","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","125","","325","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 125sq ft 24/7 CCTV Monitoring Smart Entry £325/mo £75","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","125","","75.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 125sq ft 24/7 CCTV Monitoring Smart Entry £325/mo £75","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","150","","390","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 150sq ft 24/7 CCTV Monitoring Smart Entry £390/mo £90","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","150","","90.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 150sq ft 24/7 CCTV Monitoring Smart Entry £390/mo £90","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","175","","468","mo","OPENING OFFER - £1 for 6 Weeks LARGE UNIT 175sq ft 24/7 CCTV Monitoring Smart Entry £468/mo £108","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","175","","108.01","week","OPENING OFFER - £1 for 6 Weeks LARGE UNIT 175sq ft 24/7 CCTV Monitoring Smart Entry £468/mo £108","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","","","35","month","STUDENTS Free moving box on us Student summer storage from £35/month - plus a free moving box when you book online","https://www.bigtopselfstorage.com/pricing"
"2026-08-15","Shurgard Basildon","unit","75","","22.615384615384638","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","50","","16.61538461538463","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","35","","12.230769230769242","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.076923076923086","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.307692307692315","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","25","","8.538461538461547","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","30","","11.076923076923087","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","55","","17.769230769230788","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","100","","27.92307692307695","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","130","","32.07692307692311","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","150","","36.92307692307696","week","50% off first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","180","","39.23076923076927","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","220","","41.30769230769235","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","260","","48.230769230769276","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","75","","45.23","week","75 sq ft £1 FIRST MONTH'S RENT £45","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","75","","22.62","week","75 sq ft £1 FIRST MONTH'S RENT £45","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","50","","33.23","week","50 sq ft £1 FIRST MONTH'S RENT £33","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","50","","16.62","week","50 sq ft £1 FIRST MONTH'S RENT £33","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","35","","24","week","35 sq ft £1 FIRST MONTH'S RENT £24","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","35","","12.23","week","35 sq ft £1 FIRST MONTH'S RENT £24","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","15.69","week","Locker 20 sq ft £1 FIRST MONTH'S RENT £15","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","8.08","week","Locker 20 sq ft £1 FIRST MONTH'S RENT £15","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","16.62","week","20 sq ft £1 FIRST MONTH'S RENT £16","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","8.31","week","20 sq ft £1 FIRST MONTH'S RENT £16","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","","","11.77","week","","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","","","7.15","week","","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","25","35.98","28.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","50","49.98","34.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","75","67.98","64.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","100","88.98","75.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Big Top (own)","unit","25","","117","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 25sq ft 24/7 CCTV Monitoring Smart Entry £117/mo £27/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","25","","27","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 25sq ft 24/7 CCTV Monitoring Smart Entry £117/mo £27/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","35","","143","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 35sq ft 24/7 CCTV Monitoring Smart Entry £143/mo £33/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","35","","33","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 35sq ft 24/7 CCTV Monitoring Smart Entry £143/mo £33/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","50","","178","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 50sq ft 24/7 CCTV Monitoring Smart Entry £178/mo £41","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","50","","41.08","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 50sq ft 24/7 CCTV Monitoring Smart Entry £178/mo £41","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","75","","234","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 75sq ft 24/7 CCTV Monitoring Smart Entry £234/mo £54/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","75","","54","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 75sq ft 24/7 CCTV Monitoring Smart Entry £234/mo £54/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","85","","260","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 85sq ft 24/7 CCTV Monitoring Smart Entry £260/mo £60/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","85","","60","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 85sq ft 24/7 CCTV Monitoring Smart Entry £260/mo £60/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","100","","286","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 100sq ft 24/7 CCTV Monitoring Smart Entry £286/mo £66","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","100","","66.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 100sq ft 24/7 CCTV Monitoring Smart Entry £286/mo £66","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","125","","325","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 125sq ft 24/7 CCTV Monitoring Smart Entry £325/mo £75","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","125","","75.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 125sq ft 24/7 CCTV Monitoring Smart Entry £325/mo £75","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","150","","390","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 150sq ft 24/7 CCTV Monitoring Smart Entry £390/mo £90","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","150","","90.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 150sq ft 24/7 CCTV Monitoring Smart Entry £390/mo £90","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","175","","468","mo","OPENING OFFER - £1 for 6 Weeks LARGE UNIT 175sq ft 24/7 CCTV Monitoring Smart Entry £468/mo £108","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","175","","108.01","week","OPENING OFFER - £1 for 6 Weeks LARGE UNIT 175sq ft 24/7 CCTV Monitoring Smart Entry £468/mo £108","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","","","35","month","STUDENTS Free moving box on us Student summer storage from £35/month - plus a free moving box when you book online","https://www.bigtopselfstorage.com/pricing"
"2026-08-15","Shurgard Basildon","unit","75","","22.615384615384638","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","50","","16.61538461538463","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","35","","12.230769230769242","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.076923076923086","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.307692307692315","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","25","","8.538461538461547","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","30","","11.076923076923087","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","55","","17.769230769230788","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","100","","27.92307692307695","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","130","","32.07692307692311","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","150","","36.92307692307696","week","50% off first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","180","","39.23076923076927","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","220","","41.30769230769235","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","260","","48.230769230769276","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","75","","45.23","week","75 sq ft £1 FIRST MONTH'S RENT £45","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","75","","22.62","week","75 sq ft £1 FIRST MONTH'S RENT £45","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","50","","33.23","week","50 sq ft £1 FIRST MONTH'S RENT £33","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","50","","16.62","week","50 sq ft £1 FIRST MONTH'S RENT £33","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","35","","24","week","35 sq ft £1 FIRST MONTH'S RENT £24","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","35","","12.23","week","35 sq ft £1 FIRST MONTH'S RENT £24","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","15.69","week","Locker 20 sq ft £1 FIRST MONTH'S RENT £15","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","8.08","week","Locker 20 sq ft £1 FIRST MONTH'S RENT £15","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","16.62","week","20 sq ft £1 FIRST MONTH'S RENT £16","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","20","","8.31","week","20 sq ft £1 FIRST MONTH'S RENT £16","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","","","11.77","week","","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Shurgard Basildon","unit","","","7.15","week","","https://www.shurgard.com/en-gb/self-storage-uk/essex/basildon"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","25","35.98","28.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","50","49.98","34.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","75","67.98","64.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Make Space (Billericay)","quote_after_test_form","100","88.98","75.98","week","50% off","https://www.makespaceselfstorage.co.uk/get-a-household-quote/?step=3"
"2026-08-15","Big Top (own)","unit","25","","117","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 25sq ft 24/7 CCTV Monitoring Smart Entry £117/mo £27/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","25","","27","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 25sq ft 24/7 CCTV Monitoring Smart Entry £117/mo £27/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","35","","143","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 35sq ft 24/7 CCTV Monitoring Smart Entry £143/mo £33/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","35","","33","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 35sq ft 24/7 CCTV Monitoring Smart Entry £143/mo £33/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","50","","178","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 50sq ft 24/7 CCTV Monitoring Smart Entry £178/mo £41","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","50","","41.08","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 50sq ft 24/7 CCTV Monitoring Smart Entry £178/mo £41","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","75","","234","mo","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 75sq ft 24/7 CCTV Monitoring Smart Entry £234/mo £54/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","75","","54","week","OPENING OFFER - £1 for 6 Weeks SMALL UNIT 75sq ft 24/7 CCTV Monitoring Smart Entry £234/mo £54/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","85","","260","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 85sq ft 24/7 CCTV Monitoring Smart Entry £260/mo £60/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","85","","60","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 85sq ft 24/7 CCTV Monitoring Smart Entry £260/mo £60/week inc VAT· billed monthly Select","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","100","","286","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 100sq ft 24/7 CCTV Monitoring Smart Entry £286/mo £66","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","100","","66.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 100sq ft 24/7 CCTV Monitoring Smart Entry £286/mo £66","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","125","","325","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 125sq ft 24/7 CCTV Monitoring Smart Entry £325/mo £75","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","125","","75.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 125sq ft 24/7 CCTV Monitoring Smart Entry £325/mo £75","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","150","","390","mo","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 150sq ft 24/7 CCTV Monitoring Smart Entry £390/mo £90","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","150","","90.01","week","OPENING OFFER - £1 for 6 Weeks MEDIUM UNIT 150sq ft 24/7 CCTV Monitoring Smart Entry £390/mo £90","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","175","","468","mo","OPENING OFFER - £1 for 6 Weeks LARGE UNIT 175sq ft 24/7 CCTV Monitoring Smart Entry £468/mo £108","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","175","","108.01","week","OPENING OFFER - £1 for 6 Weeks LARGE UNIT 175sq ft 24/7 CCTV Monitoring Smart Entry £468/mo £108","https://www.bigtopselfstorage.com/reserve"
"2026-08-15","Big Top (own)","unit","","","35","month","STUDENTS Free moving box on us Student summer storage from £35/month - plus a free moving box when you book online","https://www.bigtopselfstorage.com/pricing"
"2026-08-15","Shurgard Basildon","unit","75","","22.615384615384638","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","50","","16.61538461538463","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","35","","12.230769230769242","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.076923076923086","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","20","","8.307692307692315","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","25","","8.538461538461547","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","30","","11.076923076923087","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","55","","17.769230769230788","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","100","","27.92307692307695","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","130","","32.07692307692311","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","150","","36.92307692307696","week","50% off first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","180","","39.23076923076927","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
"2026-08-15","Shurgard Basildon","unit","220","","41.30769230769235","week","£1 first month","https://www.shurgard.com/en-gb/api/stores/73/units"
